Top_k,Detection Threshold,Max Iters,Rotation method,Time,Mean Distance,Max Distance,RMSE
512,0.05,,PIL,11.355359554290771,29.77542284353348,30.130248280936087,29.780092336147522
512,0.05,,PIL,11.512348890304565,29.69559826506415,30.05226844141948,29.700176547458803
512,0.05,,CV2,11.69744324684143,29.641296312626938,29.999508774239906,29.64577179615305
512,0.05,,CV2,12.268211126327515,29.612656847585686,29.972102459473177,29.617018666093365
512,0.05,100,PIL,12.31325650215149,29.60975371230571,29.970119048846016,29.613991871881545
512,0.05,100,PIL,12.490242958068848,29.632593782050197,29.993563580967486,29.636699292295383
512,0.05,100,CV2,13.120848417282104,29.68111688575794,30.04237652356364,29.685081868512405
512,0.05,100,CV2,15.546649694442749,29.755196595861065,30.116434520859038,29.7590143682625
512,0.05,300,PIL,13.73186206817627,29.85464186560314,30.215551943232626,29.858306995544105
512,0.05,300,PIL,12.48183798789978,29.979199462140606,30.339483186638855,29.982707795367983
512,0.05,300,CV2,13.857059478759766,30.128557126387182,30.487925648486847,30.131905785740873
512,0.05,300,CV2,13.616842031478882,30.30234736805156,30.660523317048,30.30553472641568
512,0.05,500,PIL,14.12012767791748,30.500151792788785,30.8568708542811,30.503177422309932
512,0.05,500,PIL,14.179287433624268,30.72150584832002,31.076518092793002,30.72437044917387
512,0.05,500,CV2,13.301405668258667,30.965903871090664,31.318974813805188,30.968609183572816
512,0.05,500,CV2,13.730928182601929,31.23280431892835,31.583715717367333,31.23535302292779
512,0.01,,PIL,12.980006456375122,31.521635075395395,31.870185472526202,31.524030681299234
512,0.01,,PIL,12.491568565368652,31.831798725144864,32.177803742648344,31.834045460085722
512,0.01,,CV2,12.228775024414062,32.16267770641926,32.50597011868288,32.16478039941394
512,0.01,,CV2,11.82065463066101,32.513639263117994,32.85406886095289,32.51560323221736
512,0.01,100,PIL,12.811713695526123,32.88404013157043,33.22147341241819,32.88587107560857
512,0.01,100,PIL,13.99677586555481,33.273230910872854,33.60755060948045,33.27493480785553
512,0.01,100,CV2,14.173983335494995,33.680560082700865,34.011664579272235,33.682143096349556
512,0.01,100,CV2,14.049594640731812,34.105377654608404,34.433180275603846,34.106846050035884
512,0.01,300,PIL,13.669394731521606,34.547038418018936,34.87146666019706,34.548398487094545
512,0.01,300,PIL,13.06931757926941,35.00490481785501,35.32589951834555,35.00616281439996
512,0.01,300,CV2,13.35768723487854,35.47834944205134,35.79586390669648,35.4795115267051
512,0.01,300,CV2,13.659982204437256,35.966757145025646,36.280756263869996,35.9678293393661
512,0.01,500,PIL,13.296846866607666,36.46952682390858,36.77998617763761,36.47051497322727
512,0.01,500,PIL,12.987191200256348,36.98607287235428,37.292977853482114,36.98698261637611
512,0.01,500,CV2,12.885833024978638,37.51582633557471,37.81917128498645,37.516663086320904
512,0.01,500,CV2,12.305321216583252,38.05823579589844,38.35802316960467,38.05900472188077
256,0.05,,PIL,11.999852180480957,38.615161183605395,38.90899177121283,38.615837070245426
256,0.05,,PIL,13.208906650543213,39.19487611506023,39.484662431596206,39.195488541847006
256,0.05,,CV2,13.553897142410278,39.787964898812014,40.07373176820757,39.78851913622342
256,0.05,,CV2,13.449393510818481,40.39383860385826,40.6756176586045,40.39433959710127
256,0.05,100,PIL,13.99777865409851,41.01193077101189,41.28975961807622,41.012383143583115
256,0.05,100,PIL,13.688349962234497,41.6416974785091,41.915618924562864,41.64210553921796
256,0.05,100,CV2,12.599785089492798,42.282617231087386,42.55267856792333,42.282984983783685
256,0.05,100,CV2,10.987176179885864,42.93419070180738,43.200443046961084,42.93452185713544
256,0.05,300,PIL,10.45368504524231,43.5959403515798,43.8584380502065,43.596238340193736
256,0.05,300,PIL,10.23674201965332,44.267409949456734,44.52621002444623,44.267677936205004
256,0.05,300,CV2,10.741692543029785,44.94816401454075,45.20332567580641,44.948404913225005
256,0.05,300,CV2,11.019284009933472,45.63778719647862,45.889371395521955,45.63800368485218
256,0.05,500,PIL,11.527295112609863,46.33588361102602,46.583952641017845,46.33607814577092
256,0.05,500,PIL,11.964720010757446,47.04207614368893,47.28669328337515,47.042250975160194
256,0.05,500,CV2,11.839850902557373,47.75600573271033,47.99723492937411,47.75616291928876
256,0.05,500,CV2,11.647339820861816,48.47733064086808,48.71523623183097,48.47747206280186
256,0.01,,PIL,11.000408172607422,49.20572572508972,49.44037218899898,49.20585309773831
256,0.01,,PIL,11.123779058456421,49.94088170942051,50.17233345018915,49.940996595843885
256,0.01,,CV2,11.273881912231445,50.682504467646304,50.91082562485985,50.68260829050333
256,0.01,,CV2,10.92067551612854,51.43031431897614,51.65556860588856,51.43040837171784
256,0.01,100,PIL,11.119020938873291,52.18404534162236,52.40629590115968,52.18413079897526
256,0.01,100,PIL,11.765289783477783,52.94344470521531,53.16275399212398,52.94352263296739
256,0.01,100,CV2,11.95707631111145,53.708272025981245,53.924701699445336,53.70834339008359
256,0.01,100,CV2,11.690549850463867,54.47829874423178,54.69190958544881,54.47836441924555
256,0.01,300,PIL,11.650179624557495,55.25330752620236,55.46415936318414,55.25336830311399
256,0.01,300,PIL,11.904654026031494,56.03309169055544,56.241243341958864,56.033148283996546
256,0.01,300,CV2,12.177716493606567,56.81745465990762,57.02296388277632,56.81750771480767
256,0.01,300,CV2,11.234785079956055,57.60620943667281,57.809132893011736,57.606259534383646
256,0.01,500,PIL,11.578537464141846,58.39917810377415,58.59957132850002,58.39922576769544
256,0.01,500,PIL,11.794734954833984,59.19619134927374,59.39410873178365,59.19623705001788
256,0.01,500,CV2,11.825826406478882,59.99708801441892,60.19258278238834,59.99713217454305
256,0.01,500,CV2,12.12916374206543,60.801714664751536,60.994838876888934,60.80175766309268
